"Ligand: NoName
"
Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,"Idication
"
2nvb_D_cavity_2,4,3.992,0.998,3,1,0,0,0,0,NADP-dependent alcohol dehydrogenase,NONE,P14941,Amino acid transport and metabolism,NONE,"NONE
"
4rwn_A_cavity_2,4,3.991,0.9978,3,1,0,0,0,0,NONE,NONE,NONE,NONE,NONE,"NONE
"
1b72_A_cavity_1,4,3.916,0.979,3,1,0,0,0,0,Homeobox protein Hox-B1,PROTEIN/DNA,HXB1_HUMAN,Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Acts on the anterior body structures.,NONE,"NONE
"
3d64_A_cavity_2,4,3.893,0.9732,4,0,0,0,0,0,Adenosylhomocysteinase,NONE,Q3JY79,NONE,NONE,"NONE
"
1pc8_B_cavity_2,4,3.889,0.9722,3,1,0,0,0,0,Beta-galactoside-specific lectin 4,NONE,Q6ITZ3,NONE,NONE,"NONE
"
1b8h_B_cavity_2,4,3.885,0.9712,2,2,0,0,0,0,DNA polymerase processivity component,NONE,O80164,NONE,NONE,"NONE
"
2gfp_B_cavity_5,4,3.864,0.9659,4,0,0,0,0,0,Multidrug resistance protein D,NONE,P31442,NONE,NONE,"NONE
"
2yxr_A_cavity_7,4,3.831,0.9578,4,0,0,0,0,0,Preprotein translocase subunit secY,NONE,Q60175,NONE,NONE,"NONE
"
2qfd_H_cavity_1,4,3.727,0.9318,2,1,0,1,0,0,Probable ATP-dependent RNA helicase DDX58,HYDROLASE,DDX58_HUMAN,"Involved in innate immune defense against viruses. Upon interaction with intracellular dsRNA produced during viral replication, triggers a transduction cascade involving MAVS/IPS1, which results in the activation of NF-kappa-B, IRF3 and IRF7 and the induc",NONE,"NONE
"
3emj_G_cavity_1,4,3.701,0.9252,4,0,0,0,0,0,Inorganic pyrophosphatase,NONE,Q9ZCW5,NONE,NONE,"NONE
"
3fmo_A_cavity_3,4,3.647,0.9116,2,2,0,0,0,0,Nuclear pore complex protein Nup214,NONE,P35658,NONE,NONE,"NONE
"
1x65_A_cavity_1,6,5.469,0.9114,4,1,0,0,1,0,Cold shock domain-containing protein E1,NONE,O75534,NONE,NONE,"NONE
"
2ex5_A_cavity_2,4,3.621,0.9053,4,0,0,0,0,0,DNA endonuclease I-CeuI,NONE,P32761,NONE,NONE,"NONE
"
2es0_A_cavity_1,5,4.465,0.893,5,0,0,0,0,0,Regulator of G-protein signaling 6,SIGNALING PROTEIN,RGS6_HUMAN,Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits thereby driving them into their inactive GDP-bound form. Activity on G(o)-alpha is specifically enhanced by the RGS6/Gbeta5 dimer.,NONE,"NONE
"
3gh8_H_cavity_3,5,4.461,0.8922,4,1,0,0,0,0,Iodotyrosine dehalogenase 1,NONE,Q9DCX8,NONE,NONE,"NONE
"
2r46_B_cavity_4,5,4.448,0.8896,4,0,1,0,0,0,Aerobic glycerol-3-phosphate dehydrogenase,NONE,P13035,NONE,NONE,"NONE
"
1vf5_B_cavity_2,5,4.439,0.8878,5,0,0,0,0,0,Cytochrome b6,NONE,P83791,Involved in oxidoreductase activity,NONE,"NONE
"
1l0v_P_cavity_2,5,4.436,0.8871,5,0,0,0,0,0,Fumarate reductase flavoprotein subunit,OXIDOREDUCTASE,FRDA_ECOLI,"Two distinct, membrane-bound, FAD-containing enzymes are responsible for the catalysis of fumarate and succinate interconversion; the fumarate reductase is used in anaerobic growth, and the succinate dehydrogenase is used in aerobic growth.",NONE,"NONE
"
2yww_B_cavity_1,5,4.405,0.881,4,1,0,0,0,0,Aspartate carbamoyltransferase regulatory chain,NONE,Q58801,NONE,NONE,"NONE
"
1rf8_A_cavity_3,4,3.521,0.8803,4,0,0,0,0,0,Eukaryotic translation initiation factor 4E,NONE,P07260,Involved in RNA binding,NONE,"NONE
"
2f2b_A_cavity_2,5,4.381,0.8762,4,0,1,0,0,0,Aquaporin aqpM,NONE,Q9C4Z5,NONE,NONE,"NONE
"
