"Ligand: 9.67120838_9.67120838
"
Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,"Idication
"
2cyg_A_cavity_1,5,4.999,0.9998,5,0,0,0,0,0,NONE,NONE,NONE,NONE,NONE,"NONE
"
2j96_B_cavity_2,5,4.897,0.9794,3,0,1,1,0,0,Phycoerythrocyanin alpha chain,NONE,P00309,NONE,NONE,"NONE
"
2yww_B_cavity_1,5,4.867,0.9735,4,1,0,0,0,0,Aspartate carbamoyltransferase regulatory chain,NONE,Q58801,NONE,NONE,"NONE
"
1n6b_A_cavity_1,5,4.673,0.9347,5,0,0,0,0,0,Cytochrome P450 2C5,NONE,P00179,Involved in monooxygenase activity,NONE,"NONE
"
1id3_A_cavity_1,6,5.58,0.9299,6,0,0,0,0,0,Histone H3,NONE,P61830,NONE,NONE,"NONE
"
2fbw_Q_cavity_1,5,4.583,0.9166,5,0,0,0,0,0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",NONE,Q9YHT1,NONE,NONE,"NONE
"
3c7g_A_cavity_3,6,5.431,0.9052,4,1,0,1,0,0,Arabinoxylan arabinofuranohydrolase,NONE,Q45071,NONE,NONE,"NONE
"
2e7u_A_cavity_2,5,4.496,0.8992,4,1,0,0,0,0,"Glutamate-1-semialdehyde 2,1-aminomutase",NONE,Q5SJS4,NONE,NONE,"NONE
"
2gp6_B_cavity_1,5,4.495,0.899,5,0,0,0,0,0,3-oxoacyl-[acyl-carrier-protein] synthase 2,NONE,P63456,NONE,NONE,"NONE
"
2uvn_B_cavity_3,5,4.495,0.899,4,1,0,0,0,0,Putative cytochrome P450 130,NONE,Q11062,NONE,NONE,"NONE
"
1tnq_A_cavity_1,5,4.495,0.8989,5,0,0,0,0,0,"Troponin C, skeletal muscle",NONE,P02588,Involved in calcium ion binding,NONE,"NONE
"
2bk3_B_cavity_1,5,4.494,0.8988,4,0,1,0,0,0,Amine oxidase [flavin-containing] B,OXIDOREDUCTASE,AOFB_HUMAN,Catalyzes the oxidative deamination of biogenic and xenobiotic amines and has important functions in the metabolism of neuroactive and vasoactive amines in the central nervous system and peripheral tissues. MAOB preferentially degrades benzylamine and phe,NONE,"Alzheimers disease;Cocaine addiction;Major depressive disorder;Epilepsy;Neurodegenerative disease;Attention deficit hyperactivity disorder;Head injury;Parkinsons disease;Dementia;Nicotine dependence;Cerebrovascular ischemia
"
1ivx_B_cavity_2,5,4.492,0.8983,4,1,0,0,0,0,Phenylethylamine oxidase,OXIDOREDUCTASE,PAOX_ARTGO,NONE,NONE,"NONE
"
1vl7_A_cavity_1,5,4.485,0.8969,3,0,1,0,1,0,Alr5027 protein,NONE,Q8YMA7,Involved in FMN binding,NONE,"NONE
"
2h08_A_cavity_1,5,4.484,0.8967,5,0,0,0,0,0,Ribose-phosphate pyrophosphokinase 1,NONE,P60891,NONE,NONE,"NONE
"
2axx_A_cavity_1,5,4.48,0.896,5,0,0,0,0,0,Cytochrome b5,NONE,P00173,Involved in heme binding,NONE,"NONE
"
3g9k_S_cavity_1,5,4.477,0.8954,5,0,0,0,0,0,Capsule biosynthesis protein capD,NONE,Q51693,NONE,NONE,"NONE
"
1x1f_A_cavity_2,5,4.476,0.8953,3,0,1,1,0,0,Signal-transducing adaptor protein 1,NONE,Q9ULZ2,NONE,NONE,"NONE
"
1iq3_A_cavity_1,5,4.475,0.8949,5,0,0,0,0,0,RalBP1-associated Eps domain-containing protein 2,NONE,Q8NFH8,NONE,NONE,"NONE
"
2g18_C_cavity_3,5,4.474,0.8949,4,1,0,0,0,0,Phycocyanobili,NONE,Q93TN0,NONE,NONE,"NONE
"
