"Ligand: NoName
"
Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,"Idication
"
2aeu_A_cavity_4,4,3.994,0.9986,3,1,0,0,0,0,UPF0425 pyridoxal phosphate-dependent protein MJ0158,NONE,Q57622,NONE,NONE,"NONE
"
4ouq_A_cavity_1,4,3.989,0.9973,3,1,0,0,0,0,NONE,NONE,NONE,NONE,NONE,"NONE
"
1rf8_A_cavity_2,4,3.924,0.981,3,1,0,0,0,0,Eukaryotic translation initiation factor 4E,NONE,P07260,Involved in RNA binding,NONE,"NONE
"
1sgf_Z_cavity_2,4,3.719,0.9297,1,2,0,1,0,0,Kallikrein 1-related peptidase-like b4,NONE,P00757,NONE,NONE,"NONE
"
1b93_C_cavity_1,4,3.563,0.8907,3,1,0,0,0,0,Methylglyoxal synthase,NONE,P0A731,NONE,NONE,"NONE
"
2yww_B_cavity_1,5,4.451,0.8902,4,1,0,0,0,0,Aspartate carbamoyltransferase regulatory chain,NONE,Q58801,NONE,NONE,"NONE
"
1win_A_cavity_1,5,4.444,0.8888,3,1,0,1,0,0,Flotillin-2,NONE,Q60634,NONE,NONE,"NONE
"
2hhk_M_cavity_5,5,4.395,0.8789,4,1,0,0,0,0,Reaction center protein H chain,NONE,P0C0Y7,NONE,NONE,"NONE
"
1v9s_A_cavity_1,5,4.378,0.8756,4,1,0,0,0,0,Uracil phosphoribosyltransferase,NONE,Q72J35,NONE,NONE,"NONE
"
1vac_A_cavity_1,5,4.349,0.8697,3,1,0,1,0,0,"H-2 class I histocompatibility antigen, K-B alpha chain",NONE,P01901,NONE,NONE,"NONE
"
1so0_C_cavity_2,5,4.313,0.8626,3,0,1,0,1,0,Aldose 1-epimerase,NONE,Q96C23,NONE,NONE,"NONE
"
1o9k_D_cavity_1,5,4.296,0.8593,4,1,0,0,0,0,Transcription factor E2F1,TUMOUR SUPPRESSOR,E2F1_HUMAN,"Transcription activator that binds DNA cooperatively with dp proteins through the E2 recognition site, 5-TTTC[CG]CGC- 3 found in the promoter region of a number of genes whose products are involved in cell cycle regulation or in DNA replication. The DRT",NONE,"Cancer
"
1y1u_A_cavity_3,5,4.248,0.8497,2,2,0,0,1,0,Signal transducer and activator of transcription 5A,NONE,P42230,NONE,NONE,"NONE
"
2p0r_B_cavity_2,5,4.213,0.8426,3,1,0,1,0,0,Calpain-9,HYDROLASE,CAN9_HUMAN,Calcium-regulated non-lysosomal thiol-protease (By similarity).,NONE,"NONE
"
3fqd_A_cavity_8,5,4.171,0.8342,3,1,0,0,1,0,5-3 exoribonuclease 2,NONE,P40848,NONE,NONE,"NONE
"
3c2o_A_cavity_1,5,4.073,0.8146,4,1,0,0,0,0,Nicotinate-nucleotide pyrophosphorylase [carboxylating],NONE,P43619,NONE,NONE,"NONE
"
2rm4_A_cavity_3,5,4.073,0.8145,4,1,0,0,0,0,Enhancer of mRNA-decapping protein 3,NONE,Q9VVI2,NONE,NONE,"NONE
"
1t9k_B_cavity_2,5,4.025,0.8051,4,1,0,0,0,0,Methylthioribose-1-phosphate isomerase,NONE,Q9X013,NONE,NONE,"NONE
"
2cra_A_cavity_1,5,3.931,0.7862,4,1,0,0,0,0,Homeobox protein Hox-B13,GENE REGULATION,HXB13_HUMAN,Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis.,NONE,"NONE
"
1ukf_A_cavity_1,6,4.614,0.7691,4,1,0,0,1,0,Cysteine protease avirulence protein avrPphB,NONE,Q52430,NONE,NONE,"NONE
"
3b8c_B_cavity_6,4,3,0.75,2,1,0,0,1,0,"ATPase 2, plasma membrane-type",NONE,P19456,NONE,NONE,"NONE
"
1hyh_C_cavity_1,6,4.47,0.745,3,2,0,0,1,0,L-2-hydroxyisocaproate dehydrogenase,NONE,P14295,"Involved in oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",NONE,"NONE
"
1b72_A_cavity_1,4,2.974,0.7435,3,1,0,0,0,0,Homeobox protein Hox-B1,PROTEIN/DNA,HXB1_HUMAN,Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Acts on the anterior body structures.,NONE,"NONE
"
1skq_B_cavity_4,4,2.974,0.7435,3,1,0,0,0,0,Elongation factor 1-alpha,NONE,P35021,Involved in GTPase activity,NONE,"NONE
"
1is2_B_cavity_5,4,2.972,0.743,3,1,0,0,0,0,"Acyl-coenzyme A oxidase 1, peroxisomal",NONE,P07872,Involved in acyl-CoA oxidase activity,NONE,"NONE
"
3fmo_A_cavity_3,4,2.964,0.7409,2,2,0,0,0,0,Nuclear pore complex protein Nup214,NONE,P35658,NONE,NONE,"NONE
"
2dba_A_cavity_1,4,2.945,0.7361,3,1,0,0,0,0,Protein unc-45 homolog A,NONE,Q9H3U1,NONE,NONE,"NONE
"
1wh0_A_cavity_1,6,4.402,0.7337,4,0,1,0,1,0,Ubiquitin carboxyl-terminal hydrolase 19,HYDROLASE,UBP19_HUMAN,Involved in the ubiquitin-dependent proteolytic pathway in conjunction with the 26S proteasome (By similarity).,NONE,"NONE
"
1rp8_A_cavity_1,8,5.835,0.7293,4,1,1,2,0,0,Alpha-amylase type A isozyme,NONE,P00693,Carbohydrate transport and metabolism,NONE,"NONE
"
1ma1_A_cavity_1,6,4.364,0.7274,5,1,0,0,0,0,Superoxide dismutase [Fe],NONE,P18868,NONE,NONE,"NONE
"
1h4j_A_cavity_1,6,4.352,0.7254,2,1,0,2,1,0,Methanol dehydrogenase subunit 1,NONE,P16027,NONE,NONE,"NONE
"
2ppi_A_cavity_1,6,4.333,0.7221,4,1,1,0,0,0,Gigaxonin,NONE,Q9H2C0,NONE,NONE,"NONE
"
2pby_D_cavity_1,6,4.321,0.7202,4,1,1,0,0,0,Glutaminase,NONE,Q5KY26,NONE,NONE,"NONE
"
1yiv_A_cavity_1,8,5.744,0.718,4,2,0,2,0,0,Myelin P2 protein,NONE,P0C6G6,NONE,NONE,"NONE
"
