"Ligand: NONAME
"
Pharma Model,Num Feature,Fit,Norm Fit,Num Hydrophobic,Num HB Acceptor,Num HB Donor,Num Positive,Num Negative,Num Aromatic,Name,Class,Uniplot,Function,Disease,"Idication
"
4us0_S_cavity_7,4,3.999,0.9998,2,2,0,0,0,0,NONE,NONE,NONE,NONE,NONE,"NONE
"
2nvb_D_cavity_2,4,3.986,0.9964,3,1,0,0,0,0,NADP-dependent alcohol dehydrogenase,NONE,P14941,Amino acid transport and metabolism,NONE,"NONE
"
1jqk_E_cavity_3,4,3.984,0.9961,2,2,0,0,0,0,Carbon monoxide dehydrogenase,NONE,P31896,NONE,NONE,"NONE
"
1u2e_D_cavity_2,4,3.98,0.9949,2,1,0,1,0,0,2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase,NONE,P77044,NONE,NONE,"NONE
"
2fsf_A_cavity_6,4,3.977,0.9941,1,2,0,1,0,0,Protein translocase subunit secA,PROTEIN TRANSPORT,SECA_ECOLI,"Required for protein export, interacts with the secYEG preprotein conducting channel. SecA has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving both as a receptor for the preprotein- s",NONE,"NONE
"
3fmo_A_cavity_3,4,3.839,0.9598,2,2,0,0,0,0,Nuclear pore complex protein Nup214,NONE,P35658,NONE,NONE,"NONE
"
1uzl_B_cavity_1,4,3.739,0.9348,2,1,0,1,0,0,3-oxoacyl-[acyl-carrier-protein] reductase,NONE,P0A5Y4,NONE,NONE,"NONE
"
2k49_A_cavity_1,3,2.798,0.9325,2,1,0,0,0,0,UPF0339 protein SO_3888,NONE,Q8EAL4,NONE,NONE,"NONE
"
2yww_B_cavity_1,5,4.464,0.8927,4,1,0,0,0,0,Aspartate carbamoyltransferase regulatory chain,NONE,Q58801,NONE,NONE,"NONE
"
1wfh_A_cavity_1,4,3.566,0.8914,2,2,0,0,0,0,Zinc finger A20 and AN1 domain-containing stress-associated protein 4,NONE,Q9SJM6,NONE,NONE,"NONE
"
2aqt_B_cavity_1,4,3.529,0.8823,1,2,0,0,1,0,Superoxide dismutase [Cu-Zn],NONE,Q59623,NONE,NONE,"NONE
"
1lns_A_cavity_5,5,4.378,0.8755,1,3,0,1,0,0,Xaa-Pro dipeptidyl-peptidase,NONE,P22346,NONE,NONE,"NONE
"
2vig_C_cavity_1,5,4.369,0.8737,4,1,0,0,0,0,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",NONE,P16219,Lipid transport and metabolism,NONE,"Some evidence suggests that NADH might be useful in treating Parkinsons disease, chronic fatigue syndrome, Alzheimers disease and cardiovascular disease.
"
1w07_B_cavity_9,4,3.473,0.8684,1,2,0,1,0,0,"Acyl-coenzyme A oxidase 1, peroxisomal",NONE,O65202,Involved in acyl-CoA oxidase activity,NONE,"NONE
"
1y1u_A_cavity_3,5,4.333,0.8667,2,2,0,0,1,0,Signal transducer and activator of transcription 5A,NONE,P42230,NONE,NONE,"NONE
"
1buc_B_cavity_2,5,4.294,0.8587,4,1,0,0,0,0,"Acyl-CoA dehydrogenase, short-chain specific",NONE,Q06319,Involved in acyl-CoA dehydrogenase activity,NONE,"NONE
"
9aat_B_cavity_3,4,3.428,0.857,2,2,0,0,0,0,"Aspartate aminotransferase, mitochondrial",NONE,P00508,Amino acid transport and metabolism,NONE,"NONE
"
1vcp_C_cavity_1,5,4.283,0.8567,3,2,0,0,0,0,Structural polyprotein,NONE,P03315,Involved in structural molecule activity,NONE,"NONE
"
2et1_A_cavity_2,5,4.247,0.8493,4,1,0,0,0,0,Oxalate oxidase 1,NONE,P45850,NONE,NONE,"NONE
"
2row_A_cavity_2,3,2.538,0.8459,2,1,0,0,0,0,Rho-associated protein kinase 2,NONE,Q62868,NONE,NONE,"NONE
"
2co9_A_cavity_1,4,3.358,0.8395,2,2,0,0,0,0,Thymocyte selection-associated high mobility group box protein TOX,NONE,Q66JW3,NONE,NONE,"NONE
"
3dm0_A_cavity_5,5,4.16,0.832,2,2,0,1,0,0,Guanine nucleotide-binding protein subunit beta-like protein,NONE,O24456,NONE,NONE,"NONE
"
1g01_A_cavity_2,5,4.047,0.8093,3,2,0,0,0,0,Endoglucanase,NONE,P19424,Carbohydrate transport and metabolism,NONE,"NONE
"
1khv_A_cavity_2,4,3.237,0.8093,2,2,0,0,0,0,Genome polyprotein,NONE,P27410,NONE,NONE,"NONE
"
1fcx_A_cavity_3,5,4.015,0.803,4,1,0,0,0,0,Retinoic acid receptor gamma,GENE REGULATION,RARG_HUMAN,This is a receptor for retinoic acid. This metabolite has profound effects on vertebrate development. Retinoic acid is a morphogen and is a powerful teratogen. This receptor controls cell function by directly regulating gene expression.,NONE,"Emphysema
"
1e60_C_cavity_2,4,3.209,0.8022,2,2,0,0,0,0,Dimethyl sulfoxide/trimethylamine N-oxide reductase,NONE,Q52675,NONE,NONE,"NONE
"
3exa_A_cavity_2,5,3.972,0.7944,3,1,0,1,0,0,tRNA Delta(2)-isopentenylpyrophosphate transferase,NONE,Q9KAC3,NONE,NONE,"NONE
"
1odo_A_cavity_3,3,2.375,0.7915,2,1,0,0,0,0,Putative cytochrome P450,NONE,Q9KZR7,Involved in monooxygenase activity,NONE,"NONE
"
